collect_time,DD,FI,TI,BFO,BTO,TFO,TTO
2024/2/23 18:10,-0.005632401,-0.000682143,0.000629667,0.159169629,1.000663757,0.137131914,1.024536133
2024/2/23 18:20,0.013540268,-0.000736667,0.000787111,0.164540648,0.998474121,0.136991113,1.02425766
2024/2/23 18:30,,,0.000629333,,,,
2024/2/23 18:40,,,0.000468267,,,,
2024/2/23 18:50,,,0.000580533,,,,
2024/2/23 19:00,,,0.000709867,,,,
2024/2/23 19:10,,-0.000768,0.000338933,0.14667806,0.999824524,0.134815574,1.026702881
2024/2/23 19:20,,,0.0003752,,,,
2024/2/23 19:30,,,0.000252533,,,,
2024/2/23 19:40,,,0.0003792,,,,
2024/2/23 19:50,,,0.000733067,,,,
2024/2/23 20:00,,-0.000637857,0.000669667,0.162951112,1.002845764,0.13951245,1.025169373
2024/2/23 20:10,0.003133774,-0.000542857,0.000434444,0.156285599,1.001628876,0.141080171,1.020629883
2024/2/23 20:20,0.006353378,-0.000226429,0.000463,0.153329909,1.014862061,0.137124062,1.022789001
2024/2/23 20:30,-0.002832413,4.29E-05,0.000576267,0.157364398,1.024879456,0.137194872,1.02338028
2024/2/23 20:40,-0.00837326,-0.000236,0.000632,0.161505759,1.013774872,0.139384687,1.022033691
2024/2/23 20:50,-0.014051437,-0.000229429,0.000222133,0.152325064,1.012779236,0.144550622,1.020812988
2024/2/23 21:00,0.003974915,-0.000270857,-6.69E-05,0.140117258,1.012710571,0.142459601,1.022190094
2024/2/23 21:10,0.009160995,-0.000409143,-0.000344267,0.131245792,1.007339478,0.143295154,1.021659851
2024/2/23 21:20,0.007404327,-0.000413143,-0.000288533,0.131416291,1.007446289,0.141515046,1.021903992
2024/2/23 21:30,-0.001110077,-0.000698571,9.68E-05,0.142167181,0.999092102,0.138779581,1.023544312
2024/2/23 21:40,-0.008918762,-0.000644571,9.07E-06,0.142682523,0.996116638,0.14236477,1.018676758
2024/2/23 21:50,-0.00345993,-0.000929143,9.65E-05,0.143798709,0.985870361,0.140420124,1.018390656
2024/2/23 22:00,0.002880096,-0.000824286,0.000224267,0.148209631,0.995903015,0.140359312,1.024749756
2024/2/23 22:10,0.005413055,-0.000648286,0.000480533,0.155003041,0.999931335,0.138185084,1.022621155
2024/2/23 22:20,0.010419846,-0.000728571,0.000548,0.157329321,0.990589142,0.138150066,1.016090393
2024/2/23 22:30,0.00369072,-0.000790571,0.000708267,0.161779135,0.994857788,0.136989921,1.022525787
2024/2/23 22:40,-0.005146027,-0.000614286,0.001029867,0.175005525,1.002994537,0.138960391,1.024494171
2024/2/23 22:50,-0.003631592,-0.001161429,0.001257956,0.179080263,0.982627869,0.135052174,1.023277283
2024/2/23 23:00,0.000303268,-0.000889714,0.001326978,0.182892948,0.992988586,0.13644892,1.024131775
2024/2/23 23:10,-0.011045456,-0.000675143,0.0012336,0.182733744,1.001079559,0.139557734,1.024707794
2024/2/23 23:20,0.002105713,-0.000478286,0.000866133,0.169250518,1.009803772,0.138936251,1.026542664
2024/2/23 23:30,-0.005025864,-0.000694571,0.001163267,0.177656651,1.00107193,0.136942387,1.025382996
2024/2/23 23:40,0.001131058,-0.000480286,0.000691333,0.160609454,1.008541107,0.136412814,1.025352478
2024/2/23 23:50,-0.001253128,-0.000338286,0.000696667,0.161492795,1.015457153,0.137109309,1.027297974
2024/2/24 0:00,-0.002233505,-0.000179643,0.0007102,0.161407351,1.021446228,0.136550665,1.027732849
2024/2/24 0:10,0.010669708,-0.000294286,0.00055,0.153421625,1.019630432,0.134170502,1.029930115
2024/2/24 0:20,0.00107193,-0.000118214,0.000410333,0.153705537,1.02387619,0.139343351,1.028015137
2024/2/24 0:30,-0.000869751,-0.000459429,0.000344,0.153340027,1.011444092,0.141300648,1.027526855
2024/2/24 0:40,-0.005466461,-0.000474857,0.0002664,0.148509458,1.009239197,0.139186114,1.025859833
2024/2/24 0:50,0.006750107,-0.000673714,0.0004552,0.15319702,1.000724792,0.137264475,1.024307251
2024/2/24 1:00,0.002754211,-0.000352143,0.000499667,0.154901415,1.012107849,0.13741155,1.024429321
2024/2/24 1:10,-0.007894516,-0.000490286,0.0003912,0.150247201,1.007537842,0.136555046,1.02469635
2024/2/24 1:20,-0.000423431,-0.000565429,0.000348533,0.150283784,1.002388,0.138084561,1.02217865
2024/2/24 1:30,0.000228882,-0.000561143,0.00052,0.153975382,1.004520416,0.135775447,1.024162292
2024/2/24 1:40,-0.003673553,-0.000736571,0.000689333,0.161031693,1.002475739,0.136905015,1.028251648
2024/2/24 1:50,-0.003416061,-0.000845714,0.000480533,0.153183252,0.997444153,0.13636528,1.027046204
2024/2/24 2:00,0.000545502,-0.000392857,0.000453867,0.154410288,1.013069153,0.138524711,1.026817322
2024/2/24 2:10,0.003582001,-0.000348714,8.29E-05,0.140112042,1.016815186,0.137211055,1.029022217
2024/2/24 2:20,0.008476257,-0.000635524,0.000420444,0.151902989,1.005001068,0.137187228,1.027244568
2024/2/24 2:30,-0.00462532,-0.000599643,0.000194667,0.141574949,1.0066185,0.134761825,1.027606964
2024/2/24 2:40,-0.002445221,-0.000599286,0.000421333,0.148733646,1.008838654,0.133987218,1.029815674
2024/2/24 2:50,0.004859924,-0.000587143,0.000381778,0.152763665,1.008781433,0.139402851,1.029335022
2024/2/24 3:00,-0.001327515,-0.000483929,0.000318,0.147407278,1.012275696,0.136278212,1.029212952
2024/2/24 3:10,0.006168365,-0.000488571,0.000379333,0.147765189,1.013000488,0.134486809,1.030097961
2024/2/24 3:20,-0.004301071,-0.000521143,0.0003416,0.147320673,1.007843018,0.135365233,1.0260849
2024/2/24 3:30,-0.001893997,-0.000582571,0.0003432,0.143936217,1.007019043,0.131924808,1.027412415
2024/2/24 3:40,-0.005338669,-0.000543143,0.000214667,0.139733881,1.009361267,0.132219329,1.028369904
2024/2/24 3:50,-0.00217247,-0.00056381,0.000453867,0.150856107,1.009994507,0.13497147,1.029727936
2024/2/24 4:00,-0.00147438,-0.000514,0.000548889,0.153768957,1.011096954,0.134558067,1.029087067
2024/2/24 4:10,0.000822067,-0.000563714,0.0004976,0.152261734,1.009651184,0.134844303,1.029380798
2024/2/24 4:20,0.000228882,-0.000548286,0.000433022,0.150169879,1.009483337,0.135014087,1.028675079
2024/2/24 4:30,0.005653381,-0.000581429,0.000365689,0.148038074,1.007896423,0.135238618,1.028244019
2024/2/24 4:40,-0.004261017,-0.000514571,0.000255556,0.145235032,1.007228851,0.136291742,1.025238037
2024/2/24 4:50,-0.000270844,-0.000678857,0.0004088,0.149487466,1.004310608,0.135179713,1.028068542
2024/2/24 5:00,0.011238098,-0.000737857,0.000431667,0.148358017,1.005828857,0.133250326,1.031654358
2024/2/24 5:10,0.001134872,-0.000348,0.000291733,0.144099936,1.015327454,0.133890212,1.027503967
2024/2/24 5:20,-0.014505386,-0.000354524,0.000292667,0.143369228,1.01783371,0.133124635,1.03024292
2024/2/24 5:30,0.012882233,-0.000586,0.0003494,0.145963579,1.005687714,0.133734852,1.026199341
2024/2/24 5:40,0.00869751,-0.000672,0.000566,0.151027232,1.008010864,0.131217435,1.031532288
2024/2/24 5:50,-0.004577637,-0.000502857,0.0005848,0.150635257,1.010906219,0.130166963,1.028507233
2024/2/24 6:00,-0.012296677,-0.000504762,0.000720333,0.156176329,1.009780884,0.130963951,1.027450562
2024/2/24 6:10,0.003925323,-0.000336857,0.000277867,0.143841058,1.019191742,0.13411507,1.030979156
2024/2/24 6:20,0.00188446,-0.000417857,0.000282667,0.144081503,1.013435364,0.134187639,1.028064728
2024/2/24 6:30,-0.00087738,-0.000482,0.000353933,0.147077277,1.014350891,0.134689659,1.031223297
2024/2/24 6:40,0.011390686,-0.000400714,0.000359267,0.144565791,1.018489838,0.131991327,1.032516479
2024/2/24 6:50,-0.010164261,-0.000765143,0.000405867,0.150769755,1.003746033,0.136563972,1.030525208
2024/2/24 7:00,-0.002792358,-0.000526,0.000467733,0.15440613,1.008407593,0.138033956,1.026817322
2024/2/24 7:10,0.001962662,-0.000594524,0.000376533,0.149574846,1.007957458,0.136396319,1.028762817
2024/2/24 7:20,,,0.000484444,,,,
2024/2/24 7:30,,,0.0005156,,,,
2024/2/24 7:40,,,0.000486444,,,,
2024/2/24 7:50,,,0.000544333,,,,
2024/2/24 8:00,,,0.000551733,,,,
2024/2/24 8:10,,,0.000519467,,,,
2024/2/24 8:20,,,0.0005584,,,,
2024/2/24 8:30,,,0.000692444,,,,
2024/2/24 8:40,,,0.000639333,,,,
2024/2/24 8:50,,,0.000249067,,,,
2024/2/24 9:00,,,0.000333556,,,,
2024/2/24 9:10,,,0.000580333,,,,
2024/2/24 9:20,,,0.000402889,,,,
2024/2/24 9:30,,,0.000684,,,,
2024/2/24 9:40,,,0.000605778,,,,
2024/2/24 9:50,,,0.000839333,,,,
2024/2/24 10:00,,-0.0004875,0.000831267,0.163945496,1.013561249,0.134850889,1.03062439
2024/2/24 10:10,0.005458832,-0.000540571,0.0007208,0.158648342,1.012340546,0.133420438,1.031261444
2024/2/24 10:20,0.002733231,-0.000609857,0.000434667,0.148781002,1.006973267,0.133567914,1.028320313
2024/2/24 10:30,0.001131058,-0.000645714,0.000560533,0.154763639,1.003730774,0.13514474,1.026329041
2024/2/24 10:40,0.003316879,-0.000645143,0.000436,0.150514781,1.006790161,0.135255679,1.029369354
2024/2/24 10:50,-0.005683899,-0.000623143,0.000556,0.155582592,1.006690979,0.136121601,1.028503418
2024/2/24 11:00,0.001001358,-0.000527333,0.000485867,0.152274609,1.009864807,0.135268837,1.028320313
