collect_time,GDY_2,GDY_3,GDY_4,GDY_5,GDY_6,GDY_7,GDY_8,GDY_9,GDY_10,GDY_11,GDY_12,GDY_13,GDY_14,GDY_15,GDY_16,GDY_17,GDY_18,GDY_19,GDY_20,GDY_21,GDY_22,GDY_24,GDY_26,GDY_27,GDY_28,GDY_30,GDY_31,GDY_32,GDY_34,GDY_35,GDY_36,GDY_37,GDY_38,GDY_39,GDY_40
2024-02-22 21:50:00,-7.278734,58.988957,95.67277,20.33701,112.993307,82.963107,13.567242,100.464076,109.669722,34.553354,57.702339,72.250359,58.725376,77.165705,93.46281,-28.637164,68.393685,-19.592129,40.802319,74.184724,42.543911,69.793418,87.496226,7.577385,83.310403,92.071337,79.909196,80.905824,-12.875418,39.131393,43.384869,52.404637,34.030582,-14.246029,18.380037
2024-02-22 22:00:00,-7.286838,58.996995,95.664783,20.33701,112.952571,82.963107,13.550948,100.435407,109.677692,34.561526,57.686114,72.250359,58.717325,77.18169,93.470848,-28.62907,68.406101,-19.592129,40.778174,74.192657,42.535832,69.809177,87.528617,7.585464,83.318496,92.079503,79.909196,80.913867,-12.883541,39.131393,43.384869,52.420948,34.014514,-14.246029,18.359437
2024-02-22 22:10:00,-7.278734,59.013071,95.664783,20.320798,112.936276,82.971106,13.550948,100.451545,109.701602,34.553354,57.694226,72.258579,58.717325,77.229647,93.470848,-28.62907,68.401869,-19.592129,40.786222,74.184724,42.55199,69.785539,87.528617,7.585464,83.318496,92.095835,79.91735,80.921909,-12.883541,39.131393,43.364269,52.420948,34.030582,-14.246029,18.367494
2024-02-22 22:20:00,-7.286838,59.005033,95.664783,20.29648,113.017749,82.971106,13.567242,100.443476,109.685662,34.561526,57.710451,72.258579,58.733426,77.205669,93.478886,-28.612883,68.426423,-19.592129,40.794271,74.172057,42.519673,69.809177,87.544813,7.593543,83.32659,92.112167,79.925503,80.913867,-12.883541,39.131393,43.364269,52.404637,34.030582,-14.246029,18.359437
2024-02-22 22:30:00,-7.286838,59.013071,95.664783,20.353222,112.952571,82.979105,13.57539,100.459614,109.685662,34.545182,57.710451,72.275018,58.741477,77.205669,93.470848,-28.596695,68.434607,-19.592129,40.786222,74.17999,42.55199,69.832816,87.577204,7.593543,83.334684,92.161162,79.925503,80.921909,-12.875418,39.12333,43.384869,52.404637,34.022548,-14.246029,18.380037
2024-02-22 22:40:00,-7.286838,59.013071,95.67277,20.29648,112.960718,82.987104,13.57539,100.451545,109.693632,34.553354,57.718563,72.275018,58.741477,77.213662,93.486924,-28.596695,68.442791,-19.592129,40.786222,74.208523,42.55199,69.817057,87.552911,7.601622,83.334684,92.128498,79.94181,80.921909,-12.891663,39.12333,43.384869,52.404637,34.030582,-14.246029,18.380037
2024-02-22 22:50:00,-7.286838,59.021109,95.680756,20.320798,112.968865,83.003102,13.550948,100.475752,109.693632,34.561526,57.718563,72.266798,58.749527,77.229647,93.494962,-28.596695,68.467345,-19.60029,40.802319,74.216456,42.55199,69.824936,87.544813,7.601622,83.342778,92.136664,79.94181,80.937993,-12.875418,39.131393,43.384869,52.412792,34.022548,-14.246029,18.359437
2024-02-22 23:00:00,-7.278734,59.021109,95.660156,20.393753,113.009602,83.003102,13.559095,100.443476,109.669722,34.561526,57.7429,72.283237,58.749527,77.23764,93.494962,-28.604789,68.45916,-19.592129,40.786222,74.216456,42.568149,69.832816,87.544813,7.601622,83.342778,92.201991,79.94181,80.937993,-12.891663,39.131393,43.384869,52.412792,34.022548,-14.246029,18.359437
2024-02-22 23:10:00,-7.286838,59.029148,95.688743,20.328904,113.025896,83.0191,13.591684,100.475752,109.709572,34.553354,57.726675,72.275018,58.741477,77.23764,93.494962,-28.580508,68.467345,-19.592129,40.802319,74.240256,42.56007,69.832816,87.561009,7.609702,83.358965,92.201991,79.949964,80.946036,-12.883541,39.131393,43.392922,52.404637,34.014514,-14.246029,18.359437
2024-02-22 23:20:00,-7.286838,59.021109,95.680756,20.353222,113.001455,83.027099,13.57539,100.459614,109.701602,34.545182,57.7429,72.275018,58.757578,77.213662,93.503,-28.596695,68.45916,-19.592129,40.802319,74.232322,42.55199,69.840695,87.552911,7.609702,83.358965,92.218323,79.958117,80.954078,-12.891663,39.12333,43.384869,52.404637,34.035114,-14.246029,18.359437
