collect_time,DD,FI,TI,BFO,BTO,TFO,TTO
2023/8/3 16:20,0,-0.0006125,-0.001009667,-1.420669079,0.215354919,-1.385332346,0.236793518
2023/8/3 16:30,0.011171341,-0.000200204,-0.000348381,-1.395210505,0.227348328,-1.383018017,0.234352112
2023/8/3 16:40,-0.0097332,-0.00029081,-0.000175911,-1.386395693,0.222141266,-1.380238771,0.232318878
2023/8/3 16:50,-0.005325317,5.21E-05,4.80E-05,-1.38466835,0.237174988,-1.386350393,0.235351563
2023/8/3 17:00,-0.00989151,-9.14E-05,8.79E-05,-1.37622273,0.231784821,-1.379299641,0.234985352
2023/8/3 17:10,0.005191803,-0.000139592,0.000278444,-1.367403746,0.227432251,-1.377149105,0.232322693
2023/8/3 17:20,0.00261116,-5.68E-05,4.47E-05,-1.379776955,0.229927063,-1.381342649,0.231918335
2023/8/3 17:30,0.008615494,1.08E-05,4.38E-05,-1.387032986,0.233810425,-1.388567209,0.233428955
2023/8/3 17:40,-0.003339767,0.000268214,0.000348333,-1.373277903,0.239570618,-1.385469675,0.230178833
2023/8/3 17:50,,,,,,,
2023/8/3 18:00,,-0.000113214,-0.000565333,-1.39361763,0.21257019,-1.373830795,0.216529846
2023/8/3 18:10,-0.000951767,-0.000159643,-0.000490214,-1.393778324,0.217506409,-1.376621008,0.223091125
2023/8/3 18:20,0.007707596,-0.000172245,0.000320667,-1.36382103,0.221107483,-1.375044823,0.227138519
2023/8/3 18:30,-0.002639771,0.000160612,8.57E-07,-1.376821756,0.235664368,-1.376852036,0.230045319
2023/8/3 18:40,-0.004634857,0.000190429,0.000442057,-1.359846711,0.240352631,-1.375319004,0.233688354
2023/8/3 18:50,0.001091003,-0.000675893,-0.000456,-1.395492792,0.210151672,-1.379532814,0.233810425
2023/8/3 19:00,0.005273819,-0.000298857,-0.000584578,-1.398327112,0.220794678,-1.37786603,0.231254578
2023/8/3 19:10,0.009906769,-0.000630893,-5.40E-05,-1.381116629,0.208847046,-1.379227161,0.230926514
2023/8/3 19:20,-0.014575958,5.73E-05,0.000138786,-1.373422384,0.232345581,-1.378281116,0.23033905
2023/8/3 19:30,0.023817062,-0.000251607,-0.0005155,-1.399348021,0.222290039,-1.38130486,0.23109436
2023/8/3 19:40,-0.015005112,0.000116173,-0.000293024,-1.386160612,0.238243103,-1.375904799,0.23418045
2023/8/3 19:50,0.015743256,-0.000250357,-0.000193714,-1.385463119,0.227882385,-1.378682613,0.23664856
